price,title,location,address,description,bedrooms,bathrooms,parking,size,url,image_url
KSh 17 340 000,2 Bedroom Apartment / Flat,Westlands,"Ring Rd Westlands Ln Nairobi, Westlands, Nairobi",TWO BEDROOM APARTMENT PLUS DSQ APARTMENT ON SALE IN WESTLANDS UNDER,2,2,1,118 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115795411,https://images.prop24.com/a6var6ejc4ozubzlv5op2joyhi/Crop600x400
KSh 25 500 000,Vacant Land / Plot,Runda,"Runda Kitisuru, Runda, Nairobi","DEAL OF THE MONTH Runda 1/ 4 for sale
UN Blue Zone
Serviced plots
Security 24 7
Nairobi",N/A,N/A,N/A,0.25 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-115769336,https://images.prop24.com/2megwjbiqodvtzrwqfyscffine/Crop600x400
KSh 11 900 000,2 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","AMENITIES;
-Stand by Generator for common area and indoor
-Fiber Internet
-Access",2,2,2,107 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-101746847,https://images.prop24.com/4sqj3nijzmjjl4k65qg5f4octq/Crop600x400
KSh 75 000 000,5 Bedroom House,Lavington,"Lavington Kileleshwa, Lavington, Nairobi",Spacious Layout: The villa features an expansive floor plan with five generously sized,5,5,4,500 m²,https://www.property24.co.ke/5-bedroom-house-for-sale-in-lavington-115758640,https://images.prop24.com/d7iti6mltnbf4cqgeihhfdnati/Crop600x400
KSh 9 000 000,1 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","Location: Westlands, Nairobi
 Price: KSh 9,000,000
About the Property:
This beautifully",1,1,2,60 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115814739,https://images.prop24.com/h2krqympz53iuahs7n2t2q44n4/Crop600x400
KSh 11 900 000,2 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","AMENITIES;
-Stand by Generator for common area and indoor
-Fiber Internet
-Access",2,2,2,107 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115821770,https://images.prop24.com/4sqj3nijzmjjl4k65qg5f4octq/Crop600x400
KSh 140 000 000,5 Bedroom House,Lavington,"Lavington Kileleshwa, Lavington, Nairobi","Prime Location: Situated in a highly sought-after neighborhood, this townhouse offers easy",5,5,3,500 m²,https://www.property24.co.ke/5-bedroom-house-for-sale-in-lavington-115758651,https://images.prop24.com/ofkpydlznvgjqsaypaaptx6mfm/Crop600x400
KSh 64 000 000,4 Bedroom Apartment / Flat,Spring Valley,"Lower Kabete Rd Nairobi, Spring Valley, Nairobi","Location : Spring Valley
Available for sale and rent
4 bedrooms all ensuite
With",4,4.5,2,N/A,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-spring-valley-115826013,https://images.prop24.com/lhxiekghcigsg2baootyxtfjci/Crop600x400
KSh 11 000 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,2,N/A,N/A,100 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115810830,https://images.prop24.com/5fvq5emhkkayftgdbc66cyevgi/Crop600x400
KSh 11 250 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,2,N/A,N/A,102 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115810846,https://images.prop24.com/5fvq5emhkkayftgdbc66cyevgi/Crop600x400
KSh 10 300 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,2,N/A,N/A,94 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115810804,https://images.prop24.com/5fvq5emhkkayftgdbc66cyevgi/Crop600x400
KSh 18 900 000,3 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,3,N/A,N/A,173 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115810068,https://images.prop24.com/wdd7ps3yupb6jhgge7tgcpyjsm/Crop600x400
KSh 14 800 000,3 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,3,N/A,N/A,135 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115810049,https://images.prop24.com/wdd7ps3yupb6jhgge7tgcpyjsm/Crop600x400
KSh 8 550 000,1 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,1,N/A,N/A,78 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-115809932,https://images.prop24.com/xt6k2t4pnbe3jlhf2gz73ajw5i/Crop600x400
KSh 62 500 000,5 Bedroom Apartment / Flat,Kilimani,"Ndemi Rd Kilimani, Kilimani, Nairobi","FOR SALE: 5 BEDROOM DUPLEXES ALL EN-SUITE + DSQ
CALL/WHATSAPP: +254 721 514314/ +254 703",5,6.5,3,445 m²,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-115725112,https://images.prop24.com/u2xliiysivlwhqyvrbs4a32b5q/Crop600x400
KSh 48 000 000,6 Bedroom Townhouse,Westlands,"School Ln Spring Valley, Westlands, Nairobi","SIX BEDROOM MAISONETTE ON SALE IN BROOKSIDE WESTLANDS 

A beautifully Renovated and",6,3,3,250 m²,https://www.property24.co.ke/6-bedroom-townhouse-for-sale-in-westlands-115759068,https://images.prop24.com/aivxz4mefkzcazhr6xdgsqg664/Crop600x400
KSh 62 000 000,4 Bedroom Apartment / Flat,Muthaiga,"Muthaiga Nairobi, Muthaiga, Nairobi",Available  for Sale: A occupied 4 bedrooms all ensuite apartment in a convenient,4,4.5,2,N/A,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-muthaiga-115827061,https://images.prop24.com/udk67xrwwvtlpxvafetfmfp5ju/Crop600x400
KSh 9 000 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Strategically located at the heart of Kilimani, these spacious and naturally lit one and",2,2,1,106 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115781180,https://images.prop24.com/4traimdle2qctkekydsajcna6a/Crop600x400
KSh 230 000 000,Vacant Land / Plot,Parklands,"Parklands Nairobi, Parklands, Nairobi","Property Description
0. 5 acres for sale in Parklands overlooking Muthaiga and Karura",N/A,N/A,N/A,0.5 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-parklands-115810339,https://images.prop24.com/7n4e3ufnduj32u7ell7ty5gvfa/Crop600x400
KSh 300 000 000,6 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","Luxurious 6 bedroom house for sale in Runda
Find tranquility in this luxurious 6 bedroom",6,6,8,0.5 acres,https://www.property24.co.ke/6-bedroom-house-for-sale-in-runda-115758747,https://images.prop24.com/lppstguudg4tt5jnhoenvephla/Crop600x400
KSh 12 000 000,2 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","Location: Westlands, Nairobi
 Price: KSh 12,000,000
About the Property:
This beautifully",2,2,2,150 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115814718,https://images.prop24.com/khej3w7tfl7wttkzgujqtlxkaq/Crop600x400
KSh 150 000 000,4 Bedroom House,Thigiri,"Thigiri Ridge Rd Nairobi, Thigiri, Nairobi",Imagine a life of elegance and comfort in the heart of one of Nairobi's most prestigious,4,4,4,0.5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-thigiri-115758821,https://images.prop24.com/sckt6oaxee6q2ryvuo6fqo7rye/Crop600x400
KSh 25 500 000,Vacant Land / Plot,Runda,"Runda Kitisuru, Runda, Nairobi","DEAL OF THE MONTH Runda 1/ 4 for sale
UN Blue Zone
Serviced plots
Security 24 7
Nairobi",N/A,N/A,N/A,0.25 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-115824087,https://images.prop24.com/2megwjbiqodvtzrwqfyscffine/Crop600x400
KSh 11 500 000,3 Bedroom Apartment / Flat,Lavington,"Lavington Kileleshwa, Lavington, Nairobi",On-going new project in located in Kileleshwa. Boasts of convenience and most  ideal for,3,4,2,130 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-lavington-115820957,https://images.prop24.com/4fahpk5jaq5vw4u3qcbky5joum/Crop600x400
KSh 10 000 000,2 Bedroom Apartment / Flat,Lavington,"Lavington Kileleshwa, Lavington, Nairobi",On-going new project in located in Kileleshwa. Boasts of convenience and most  ideal for,2,3,2,118 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-lavington-115820944,https://images.prop24.com/fm6xdlt6i2n3pluroqkygfrg5y/Crop600x400
KSh 11 500 000,3 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",On-going new project in located in Kileleshwa. Boasts of convenience and most  ideal for,3,4,2,130 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-115820906,https://images.prop24.com/4fahpk5jaq5vw4u3qcbky5joum/Crop600x400
KSh 12 000 000,2 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","Location: Westlands, Nairobi
 Price: KSh 12,000,000
About the Property:
This beautifully",2,2,2,150 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-101732812,https://images.prop24.com/khej3w7tfl7wttkzgujqtlxkaq/Crop600x400
KSh 9 200 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","APARTMENT AREA & *PRICING:
•	One-bedroom Apartment (60SQM) – Ksh. 6M
•	One-bedroom",2,N/A,N/A,105 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115777667,https://images.prop24.com/rvzlyh4gj6x7ro764gr2ryvr2u/Crop600x400
KSh 150 000 000,5 Bedroom House,Karen,"Marist Ln Nairobi, Karen, Nairobi","Welcome to your dream home nestled in the serene and prestigious neighborhood of Karen,",5,6,6,0.75 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-karen-115825567,https://images.prop24.com/yavodrkvk46ufb3q5amfp7sdpi/Crop600x400
KSh 115 000 000,6 Bedroom House,Lavington,"Owashika Rd Maziwa, Lavington, Nairobi","Stepping through the entrance, you'll be enthralled by the enchanting fountain, setting the",6,7,4,0.25 acres,https://www.property24.co.ke/6-bedroom-house-for-sale-in-lavington-115780776,https://images.prop24.com/m7jbifwns7m4wqqjidk3gdrj3i/Crop600x400
KSh 22 000 000,4 Bedroom Apartment / Flat,Kileleshwa,"Othaya Rd Nairobi, Kileleshwa, Nairobi","VENUS OAK is located in Kileleshwa along Othaya Road.
These beautifully crafted apartments",4,5.5,2,230 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-115716451,https://images.prop24.com/5p4hlz6smm64yi2iyuoiyir5re/Crop600x400
KSh 8 700 000,1 Bedroom Apartment / Flat,Westlands,"20 Westlands Rd, Westlands, Nairobi","DIAMOND BAY RESIDENCE 
Completion date, December 2026 

Located in Westland along",1,1,1,68 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115787249,https://images.prop24.com/wirfh4jh3l7vdoywr2ik5yjrca/Crop600x400
KSh 50 000 000,5 Bedroom Townhouse,Lavington,"Mbaazi Rd Maziwa, Lavington, Nairobi","The Townhouse is located in a serene secure and quiet environment easily accessed.
All are",5,6,2,112 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-lavington-115827666,https://images.prop24.com/vqlqjab4gjlbv75q7cen7dlcoy/Crop600x400
KSh 420 000 000,Vacant Land / Plot,Parklands,"Parklands Nairobi, Parklands, Nairobi","Property Description
Approx 1.2 acres for sale in Westlands on Ring Parklands overlooking",N/A,N/A,N/A,1.2 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-parklands-115810463,https://images.prop24.com/tcur3dwpkxsjk6ig7ern47dkpa/Crop600x400
KSh 11 900 000,2 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","-Stand by Generator for common area and indoor
-Fiber Internet
-Access Control",2,3,2,107 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115808614,https://images.prop24.com/4sqj3nijzmjjl4k65qg5f4octq/Crop600x400
KSh 60 000 000,5 Bedroom House,Spring Valley,"Spring Valley Nairobi, Spring Valley, Nairobi","5 bedroom House located in the leafy suburbs of Spring Valley

Contemporary 5 bedroom",5,5,2,0.12 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-spring-valley-115771159,https://images.prop24.com/2zs3ekbopxxsvoxfmhbcttdnua/Crop600x400
KSh 85 000 000,4 Bedroom Townhouse,Karen,"Karen Karen, Karen, Nairobi","A great four-bedroom all ensuite home (plus dsq), sitting on half-acre, in a gated",4,4,N/A,0.5 acres,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-karen-115767336,https://images.prop24.com/tbtzhaoxgp2rbxhkkmfzvctv2q/Crop600x400
KSh 20 000 000,4 Bedroom House,Runda,"Njathaini road, Runda, Nairobi",Four bedroom all en-suite located in a serene environment in Garden Estate Living room cum,4,5,6,0.13 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-runda-115772918,https://images.prop24.com/hxlcb4xagc2eagdcak5qzw2sjq/Crop600x400
KSh 10 000 000,2 Bedroom Apartment / Flat,Westlands,"PQMP+9QM Church Rd, Westlands, Nairobi","Welcome to sky valley residency- luxury living and tranquil apartments in westlands.
This",2,2,1,95 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115798153,https://images.prop24.com/lr7hcjtxa6obixsk4ijo66jjh4/Crop600x400
KSh 25 600 000,2 Bedroom Apartment / Flat,Riverside,"Riverside Ln Kileleshwa, Riverside, Nairobi","For sale: 2 bedroom apartments master en-suite
Divine Residencies
Located along Riverside",2,2,1,93 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-riverside-115716524,https://images.prop24.com/5oefafujqdwtpxo3hd4ridgozi/Crop600x400
KSh 120 000 000,4 Bedroom House,Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi",Adorable 4 bedroom house for sale in a cool serene neighborhood of Kitisuru . It enjoys all,4,4,4,0.5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-kitisuru-115755906,https://images.prop24.com/k4qffx6lxpalzhkbr6xgugxuim/Crop600x400
KSh 250 000 000,5 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","Stunning and lustrous 5bedroom house all ensuite with a staff quarter for two.
Located in",5,5,4,1 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-runda-115753133,https://images.prop24.com/6zydh7s4kh7hkrbkmnvfqfxkqa/Crop600x400
KSh 10 500 000,2 Bedroom Apartment / Flat,Westlands,"PQQW+738 Waiyaki Wy, Westlands, Nairobi","FOR SALE: 2 & 3 BEDROOM APARTMENTS
CALL /WHATSAPP: +254721514314/ +254703624266

Orchid",2,2,1,100 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115727933,https://images.prop24.com/fdoh5oasmmdkr57g465srchvra/Crop600x400
KSh 8 500 000,2 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",An ideal investment  located in the  heart of Kileleshwa off othaya road with close,2,2,N/A,1 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-115825139,https://images.prop24.com/n2d5rpkwtly3xszlbsxdhxxds4/Crop600x400
KSh 7 600 000,Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","DG West is a new project, located in Westlands along Sports Road. This development features",N/A,N/A,N/A,41 m²,https://www.property24.co.ke/apartment-flat-for-sale-in-westlands-115793651,https://images.prop24.com/ta623of5np2cy2njpp3zd2ata4/Crop600x400
KSh 375 000 000,Vacant Land / Plot,Parklands,"Parklands Nairobi, Parklands, Nairobi","Property Description
Approx 0.75 acres for sale in Parklands overlooking Muthaiga and",N/A,N/A,N/A,0.75 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-parklands-115810412,https://images.prop24.com/zugfn5p6zysu7og3fykcdkdz3i/Crop600x400
KSh 38 000 000,4 Bedroom House,Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi","4br all ensuite on Kirawa road.
Features include;
* Modern finishes
* Fitted kitchen
*",4,4,4,0.12 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-kitisuru-115755910,https://images.prop24.com/bwzjswnbuf4bhdhsdpiqfh5ey4/Crop600x400
KSh 11 500 000,2 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","Strategically located at the heart  of Westlands;thriving commercial district, these high",2,2,1,105 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115827728,https://images.prop24.com/3fp7u7mzadi47622yhmto7inve/Crop600x400
KSh 12 500 000,2 Bedroom Apartment / Flat,Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",Elegant two and three bedroom apartments are available  for sale in Westlands.  The,2,2,1,114 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-riverside-115827248,https://images.prop24.com/bkov5grpc7ku4tn54qcouowouq/Crop600x400
KSh 28 000 000,4 Bedroom Townhouse,Kiambu Road,"RR6X+9G ??, Kiambu Road, Nairobi",Green view villas are luxurious residential development located next to Muthithi Gardens a,4,5.5,3,234 m²,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-kiambu-road-115775661,https://images.prop24.com/z5x2frrnl5tlc5dam4qot2ynsu/Crop600x400
KSh 14 500 000,2 Bedroom Apartment / Flat,Westlands,"Riverside Dr Nairobi, Westlands, Nairobi","-2 bedrooms master  (126sqm)Kes 14.5M
-3 bedroom plus dsq (172sqm) Kes 19.8m
-3 bedroom",2,2,2,126 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115821205,https://images.prop24.com/m4dium4emewiwlqmuoaqweqq3u/Crop600x400
KSh 13 000 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi","TWO BEDROOM ALL ENSUITE APARTMENT ON SALE IN KILIMANI UNDER CONSTRUCTION

FOR SALE: a",2,2,1,96 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115826888,https://images.prop24.com/yluogzdwc6lr7c4kdfk7wzlk6a/Crop600x400
KSh 125 000 000,4 Bedroom House,Lavington,"Owashika road, Lavington, Nairobi","Stepping through the entrance, you'll be enthralled by the enchanting fountain, setting the",4,5,6,31 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-lavington-115812215,https://images.prop24.com/qae4pu745owlegj2nzifi77fim/Crop600x400
KSh 11 500 000,3 Bedroom Apartment / Flat,Lavington,"Lavington Kileleshwa, Lavington, Nairobi",On-going new project in located in Kileleshwa. Boasts of convenience and most  ideal for,3,4,2,130 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-lavington-115808690,https://images.prop24.com/4fahpk5jaq5vw4u3qcbky5joum/Crop600x400
KSh 75 000 000,5 Bedroom House,Lavington,"Lavington Kileleshwa, Lavington, Nairobi",Spacious Layout: The villa features an expansive floor plan with five generously sized,5,5,4,500 m²,https://www.property24.co.ke/5-bedroom-house-for-sale-in-lavington-115753434,https://images.prop24.com/d7iti6mltnbf4cqgeihhfdnati/Crop600x400
KSh 140 000 000,5 Bedroom House,Lavington,"Lavington Kileleshwa, Lavington, Nairobi","Prime Location: Situated in a highly sought-after neighborhood, this townhouse offers easy",5,5,3,500 m²,https://www.property24.co.ke/5-bedroom-house-for-sale-in-lavington-115753361,https://images.prop24.com/ofkpydlznvgjqsaypaaptx6mfm/Crop600x400
KSh 8 500 000,2 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",An ideal investment  located in the  heart of Kileleshwa off othaya road with close,2,2,N/A,1 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-101739269,https://images.prop24.com/n2d5rpkwtly3xszlbsxdhxxds4/Crop600x400
KSh 24 500 000,4 Bedroom Apartment / Flat,Kileleshwa,"Othaya Rd Nairobi, Kileleshwa, Nairobi","Luxury 4-Bedroom Apartments for Sale
Looking for luxury apartments for sale in Kileleshwa?",4,5.5,2,270 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-115781006,https://images.prop24.com/qi3n4dctw4ldskoejhdyyt3r5a/Crop600x400
KSh 350 000 000,4 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","In redefining elegance, this ambassadorial HOME has been conceived and designed to not only",4,4,5,0.5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-runda-115758753,https://images.prop24.com/7kjfmdkiszuyr4ld6x7ejxg5zm/Crop600x400
